time,id,mass,px,py,pz,vx,vy,vz
0.0000000000000000e+00,0,3.0000000000000000e+01,2.4984771835227350e-03,8.7242097553267523e-05,7.6146622613032367e-07,-2.6690949469852567e+00,7.6427054397748904e+01,1.3346491102546458e+00
0.0000000000000000e+00,1,3.0000000000000000e+01,-2.4984771835227350e-03,-8.7242097553267523e-05,-7.6146622613032367e-07,2.6690949469852567e+00,-7.6427054397748904e+01,-1.3346491102546458e+00

3.1416991833422706e+01,0,3.0000000000000000e+01,2.8816428067670284e-04,-4.6463478839518374e-02,-8.1098730115972324e-04,1.7433243549290363e+00,1.4078978133546105e+01,2.4518097467616096e-01
3.1416991833422706e+01,1,3.0000000000000000e+01,-1.6422710398233863e-02,3.7974658383342089e-02,6.6775207046716072e-04,-1.7441774924455302e+00,-1.4079718835117948e+01,-2.4519364180729208e-01

6.2831873289725401e+01,0,3.0000000000000000e+01,5.0308890716913905e-02,-3.7008634381796836e-02,-6.6121547185996109e-04,-7.0592143454138228e+00,4.0179272737790628e+00,7.2272968667038279e-02
6.2831873289725401e+01,1,3.0000000000000000e+01,-8.8261682246799422e-02,-1.2307668103462586e-02,-1.8791101521012886e-04,7.0589098469424503e+00,-4.0196566415282922e+00,-7.2303057535706233e-02

9.4248218459332463e+01,0,3.0000000000000000e+01,1.1039266131331188e-02,1.3150504179062272e-02,2.2614501841440208e-04,-5.4742436797046699e+00,-6.2696670953837179e+00,-1.0775314371603813e-01
9.4248218459332463e+01,1,3.0000000000000000e+01,-4.0346230254194940e-02,-1.1556214332170420e-01,-2.0045467072473361e-03,5.4750202430376840e+00,6.2682694748367878e+00,1.0772851530736487e-01

1.2566558821291986e+02,0,3.0000000000000000e+01,-4.0532323111338829e-02,-4.5909662800544968e-02,-7.8888661929291018e-04,1.0297214221770925e+01,-9.6244072579461708e+00,-1.7110593728543913e-01
1.2566558821291986e+02,1,3.0000000000000000e+01,3.8188691118841246e-02,-8.2339715742843184e-02,-1.4486597196469967e-03,-1.0296538190436831e+01,9.6241358106997588e+00,1.7110099393630643e-01

1.5708079602353700e+02,0,3.0000000000000000e+01,6.8079868070787183e-04,-7.5445188962119464e-02,-1.3169075001746085e-03,1.9354905464139108e+01,3.0824393248193246e+01,5.3206369841088841e-01
1.5708079602353700e+02,1,3.0000000000000000e+01,1.0619518912703442e-03,-5.5076659773301763e-02,-9.6154376204478983e-04,-1.9355352158075547e+01,-3.0824529635180980e+01,-5.3206594261448759e-01

1.8849625845311533e+02,0,3.0000000000000000e+01,-6.7445622830118283e-03,-1.3181631065433441e-01,-2.2984572200893572e-03,4.1212795043987667e+00,-9.9864638762908697e+00,-1.7554330371605531e-01
1.8849625845311533e+02,1,3.0000000000000000e+01,-1.5221472862121700e-02,-1.8472472645196455e-02,-3.1775214624518147e-04,-4.1220907046141493e+00,9.9852563668294891e+00,1.7552247688828854e-01

2.1991483567034834e+02,0,3.0000000000000000e+01,8.0034689962002747e-02,-9.0469744263944607e-02,-1.6032959544910799e-03,1.3815611578968525e+00,2.1086605237525271e+00,3.6380331533926218e-02
2.1991483567034834e+02,1,3.0000000000000000e+01,-1.1434795267267822e-01,-1.1040448065731501e-01,-1.8919897305382976e-03,-1.3814002116145243e+00,-2.1104456155412521e+00,-3.6411534710957254e-02

2.5133073542095610e+02,0,3.0000000000000000e+01,-9.4272500244976295e-03,-3.1121131195914309e-02,-5.4026679016365030e-04,-1.9870060880169798e+00,-3.3795565932588367e+00,-5.8376087841300772e-02
2.5133073542095610e+02,1,3.0000000000000000e+01,-4.7276541431138536e-03,-2.1559701753347146e-01,-3.7612465878682135e-03,1.9879336392260856e+00,3.3786026974116119e+00,5.8359157500538217e-02

2.8274353567523502e+02,0,3.0000000000000000e+01,-6.0396331647907350e-02,-1.2759449862224931e-01,-2.2084323521888928e-03,8.6430031723996770e+00,-3.2761411849364608e+00,-5.9809490518764163e-02
2.8274353567523502e+02,1,3.0000000000000000e+01,6.8489974548694946e-02,-1.3219126062966946e-01,-2.3279199186568653e-03,-8.6427300025112181e+00,3.2761093885818662e+00,5.9808852379237595e-02

3.1416024303281273e+02,0,3.0000000000000000e+01,-4.8469374997242305e-02,-1.9673340363757433e-01,-3.4187059683204340e-03,-1.5304776787290257e+00,-6.0703985512061234e+00,-1.0547682891743462e-01
3.1416024303281273e+02,1,3.0000000000000000e+01,4.7175236254096441e-02,-6.7291513352157051e-02,-1.1887699831509501e-03,1.5297125312919566e+00,6.0699168817345512e+00,1.0546865571499353e-01

3.4557651246921114e+02,0,3.0000000000000000e+01,6.3729276178685207e-02,-2.0194327835353831e-01,-3.5438102202156171e-03,-1.3363021397715342e+00,3.4219738636832169e+00,6.0128760266136630e-02
3.4557651246921114e+02,1,3.0000000000000000e+01,-8.9598192891893164e-02,-9.5445446376007104e-02,-1.6384581822146979e-03,1.3357624399351455e+00,-3.4235634857566328e+00,-6.0156338586442065e-02

3.7699162878596059e+02,0,3.0000000000000000e+01,3.0642937178835879e-02,-1.6136816460404102e-01,-2.8255976587964076e-03,1.0832492520016736e+01,8.0517301633473597e+00,1.3722213385853077e-01
3.7699162878596059e+02,1,3.0000000000000000e+01,-5.5727183832984660e-02,-1.9026190724303782e-01,-3.3035518194667228e-03,-1.0831900620430474e+01,-8.0533282315897647e+00,-1.3725020430720869e-01

4.0840935923563541e+02,0,3.0000000000000000e+01,-4.7905553654273500e-02,-1.1370642197271114e-01,-1.9698571030696776e-03,-7.6220664464019094e-02,-3.8115585032407040e+00,-6.6497648836968848e-02
4.0840935923563541e+02,1,3.0000000000000000e+01,4.9282259007246074e-02,-2.7167547688896793e-01,-4.7564038579843097e-03,7.7054539436048231e-02,3.8110648993120773e+00,6.6488780234749550e-02

4.3982566839218021e+02,0,3.0000000000000000e+01,-7.4121722436437637e-02,-2.0339271745859808e-01,-3.5271124781627128e-03,-5.3931250829659927e+00,-2.9395068880195709e+00,-4.9658545668141332e-02
4.3982566839218021e+02,1,3.0000000000000000e+01,8.7209762587235035e-02,-1.8638665141881394e-01,-3.2794625778686478e-03,5.3929274748042406e+00,2.9394785986816259e+00,4.9658112148962555e-02

4.7124122395716165e+02,0,3.0000000000000000e+01,1.4579773120299507e-02,-2.6564840344915214e-01,-4.6406454074206654e-03,5.1107707522009216e-01,8.7637299122701293e+00,1.5279248545026156e-01
4.7124122395716165e+02,1,3.0000000000000000e+01,-2.1550985331892435e-02,-1.3689216480010508e-01,-2.3825325819063735e-03,-5.1194275504366349e-01,-8.7646704392273627e+00,-1.5280863619453847e-01

5.0265511393835556e+02,0,3.0000000000000000e+01,8.3592710650676499e-02,-2.4304768878170746e-01,-4.2672321612518714e-03,1.6995118043308466e+00,1.6500260730698655e+00,2.8279198470933936e-02
5.0265511393835556e+02,1,3.0000000000000000e+01,-1.0900102623314670e-01,-2.0506005001600930e-01,-3.5455860637338115e-03,-1.6996223480637322e+00,-1.6518092898145167e+00,-2.8310286219165912e-02

5.3407192394433582e+02,0,3.0000000000000000e+01,3.2723198911370675e-02,-1.8911128867099866e-01,-3.3104156599045721e-03,1.7409936208164640e+00,7.7093563588631016e+00,1.3401645663079192e-01
5.3407192394433582e+02,1,3.0000000000000000e+01,-4.4126563056318922e-02,-3.0975749166843591e-01,-5.3925712648362585e-03,-1.7401237962749945e+00,-7.7105744463333528e+00,-1.3403798016562057e-01

5.6548814477177132e+02,0,3.0000000000000000e+01,-1.8864419075360409e-02,-2.5871626946472343e-01,-4.5094747906726396e-03,1.9126305892407366e+01,-7.9012152564574967e+00,-1.4372172179592058e-01
5.6548814477177132e+02,1,3.0000000000000000e+01,3.3242498545575969e-02,-2.6024282350484146e-01,-4.5519903130043626e-03,-1.9125786208712178e+01,7.9010722513060232e+00,1.4371906769908338e-01

5.9690626889772273e+02,0,3.0000000000000000e+01,-2.2771834503837043e-02,-3.1186752734001277e-01,-5.4359018193662840e-03,7.6731039927561806e+00,6.9561426918342519e+00,1.1906394966795328e-01
5.9690626889772273e+02,1,3.0000000000000000e+01,3.5345804227685892e-02,-2.0933187134702097e-01,-3.6641124207668265e-03,-7.6737094915533159e+00,-6.9564061107749140e+00,-1.1906836250755456e-01

6.2831938107054577e+02,0,3.0000000000000000e+01,5.1264816510037066e-02,-3.4801918567049811e-01,-6.0893892532576264e-03,-1.0226759247407946e-01,3.4603298713591033e+00,6.0422237393987790e-02
6.2831938107054577e+02,1,3.0000000000000000e+01,-6.3652691814921031e-02,-1.9872277378739642e-01,-3.4487999410580845e-03,1.0154800466180669e-01,-3.4617189728877498e+00,-6.0446261348372485e-02

