R,R/Rg,Tc,rho,P,cs,H,visc,Sigma,Q,grad_T,grad_Sigma,grad_P
753750.6488471691,763629.8261282241,861.4046027141982,5.5505741304709e-07,7.678199123927518e-09,0.11761446347247961,7696.670950526915,9.052398243704427,0.004129297563481032,0.00013854173989517646,1.1529454044192278,0.41897663604004265,6.724551925064446
764246.9338300882,774263.6826811278,850.7114998005237,5.312804541286437e-07,7.259633999367839e-09,0.11689486769121199,7809.92100044588,9.129396820259391,0.0040945497478385605,0.0001360117311408716,0.4516216268382607,0.9588482123050994,-0.7656922569363189
774889.3838592464,785045.6200204509,850.7114998005237,5.75465088424701e-07,7.842542400313924e-09,0.11673980053068668,7963.044690077874,9.296042487366348,0.004021226016443446,0.00013546856513602004,0.7008731320018455,0.7654918455380653,1.8899611881210205
785680.0343424849,795977.7002314978,834.3790807803853,5.145503600714225e-07,6.889893191369559e-09,0.11571570389457751,8058.635574490532,9.32510687932055,0.004008769216810685,0.0001319320483570879,1.1520877579351065,0.4178849811070222,6.704974219109289
796620.9490315289,807062.0141149508,824.0307371182641,4.925616642369598e-07,6.515033369952322e-09,0.1150079913098573,8177.230549498332,9.404468599754038,0.0039750156629572014,0.00012952369449399686,0.45121462593317574,0.9615752254037488,-0.7499947280270192
807714.2204166823,818300.6815867389,824.0307371182641,5.331973592217222e-07,7.03430889016458e-09,0.11485944743600902,8337.847658711458,9.576805748852196,0.0039035576859315834,0.00012902003684492675,0.7004194986695609,0.7668302701359266,1.8945966097867597
818961.9701270362,829695.8520834915,808.2206903957733,4.769723903137192e-07,6.182423159402245e-09,0.11384992356590966,8437.795306739145,9.60642350737043,0.003891595296796554,0.0001256455480777698,1.1512345696512511,0.41686200597723655,6.685892297311767
830366.3493362247,841249.7049736119,798.2055958768362,4.566373767867047e-07,5.846694698472438e-09,0.11315388772480328,8561.990294122315,9.688224884419718,0.0038588087109213904,0.00012335286824318966,0.45081507098169027,0.9642078587770584,-0.7348962900119318
841929.5391738564,852964.4499741016,798.2055958768362,4.940156369679987e-07,6.309374559982658e-09,0.11301154370062264,8730.45880612921,9.86642626895357,0.003789183115832626,0.0001228856659481609,0.6999776557621544,0.7681237470803239,1.8990582465362422
853653.7511426588,864842.3275731726,782.9006039694011,4.4211504501648534e-07,5.547520375887925e-09,0.11201645026296073,8834.969920215775,9.896619686426046,0.003777691931340815,0.00011966586157264099,0.6999776557622397,0.7709762706688252,1.9162096533006832
865541.227541431,876885.6094587427,782.9006039694011,4.780401302275043e-07,5.98368574583225e-09,0.11187993630869311,9009.163915929736,10.07944685108795,0.003709237290254557,0.00011922671789882075,0.7491202496230756,0.7306160994704101,2.426073535911314
877594.2418939036,889096.5989529167,766.8460531524479,4.222983451627818e-07,5.187485330580314e-09,0.11083291380329352,9111.922940397124,10.09900969835287,0.003702118954814817,0.00011590852209625185,0.7491202496230756,0.73244915057154,2.4391928821431748
889815.0993835449,901477.6314524917,766.8460531524479,4.5642449312626127e-07,5.593313512264378e-09,0.11070063457494005,9291.811838968099,10.286094669247092,0.003634849462627519,0.00011549193524683178,0.7616014757920482,0.7212650508618594,2.562422070900084
902206.1372944476,914031.0748756223,750.8614721559205,4.0195569525972273e-07,4.832557574998713e-09,0.10964767449290179,9396.340160774507,10.302868473731838,0.0036289962944136217,0.00011222558268516114,0.7616014757921334,0.7228161253026428,2.5743219452836286
914769.7254583383,926759.3301146884,750.8614721559205,4.3427645410898884e-07,5.208904277849916e-09,0.10951914552583897,9582.048418188097,10.494177551471772,0.003562902626093642,0.00011182941498791459,0.7647489524402715,0.7191413964977187,2.5996011467525477
927508.2667078102,939664.8314954691,735.146082012387,3.822223875728969e-07,4.4972869296661065e-09,0.10847189762673658,9689.348154829324,10.510219811204554,0.00355752687534545,0.00010865006705741675,0.7647489524403852,0.7205919900607114,2.610978187595464
940424.1973358878,952750.04724273,735.146082012387,4.1281002708913894e-07,4.845998498975991e-09,0.10834690721221307,9881.0444069236,10.705806015167084,0.003492594724150557,0.00010827302403007323,0.7653697352662334,0.7189807314817926,2.6099565130498945
953519.9875619608,966017.4799522646,719.7472538540917,3.6335555777313713e-07,4.184077957850591e-09,0.10730846441461915,9991.46845245789,10.721691368803674,0.0034874804719170005,0.0001051877409556541,0.7653697352659776,0.7203795312422017,2.6209989690181317
966798.1420042367,979469.6670695386,719.7472538540917,3.922984424758585e-07,4.50712708887907e-09,0.10718687518947892,10189.337802824011,10.921632793347367,0.003423694349319992,0.00010482878388095161,0.7652991812371681,0.7193549136891306,2.6129389817907906
980261.200158752,993109.1813749799,704.6723542690908,3.453881089391994e-07,3.892361007586713e-09,0.10615803372605682,10303.05991060245,10.937525814713188,0.003418777874126384,0.00010183730453190251,0.7652991812371681,0.7207157924498233,2.62370197594808
993911.7368850552,1006938.6314760271,704.6723542690908,3.7277487114267567e-07,4.1916389232507064e-09,0.1060397311308536,10507.296467311948,11.141908923059267,0.00335612199692861,0.00010149549921892472,0.7650421518461314,0.7198691903744248,2.6138856889465103
