R,R/Rg,Tc,rho,P,cs,H,visc,Sigma,Q,grad_T,grad_Sigma,grad_P,gamma,f_thermal,v_disk,zone,grad_P_raw,grad_Sigma_raw
9.870628713769017,10.0,350251.17469366716,0.05401144258563329,7.496441378322223,11.781068634260707,0.036534447997648316,0.043041483937512344,0.001973268444115031,612800.2379049906,0.3604918392239175,0.14682001575426992,1.4709374946237852,1.3333333333333333,0.81096879775882,3182.8969377428466,Standard,1.4709374946237852,0.14682001575426992
9.907067823744368,10.03691670615117,349786.2215827044,0.05364989006062625,7.455918950930605,11.788706926113331,0.036760762830428215,0.043336185938827855,0.0019722011687087235,610147.5743446752,0.36076320097481585,0.14103127997873344,1.4714813627770127,1.3333333333333333,0.8109687995194245,3177.0378792743204,Standard,1.4714813627770127,0.14103127997873344
9.94364145491125,10.073969696621639,349321.18709323084,0.05329551868616777,7.415585846765163,11.795799631426204,0.03698675332169884,0.043628833119974716,0.0019712185639303476,607452.1256538313,0.3613004807878042,0.12952966643615582,1.4725581935417722,1.3333333333333333,0.8109688012028043,3171.18959653396,Standard,1.4725581935417722,0.12952966643615582
9.980350103877603,10.111159474528234,348856.08718783414,0.05294815445645114,7.375441956894997,11.802353307122859,0.03721242011536259,0.043919412961459486,0.0019703194022591777,604715.2861174018,0.36182705344026544,0.11817843618337065,1.473613573948569,1.3333333333333333,0.8109688028116565,3165.35208175299,Standard,1.473613573948569,0.11817843618337065
10.017194269084662,10.148486544845106,348390.9372895943,0.052607628785686505,7.3354871415781995,11.80837445404807,0.0374377638712477,0.04420791345139251,0.0019695024882199707,601938.4315489393,0.3623432727811178,0.10697495450585848,1.4746482126024603,1.3333333333333333,0.8109688043484702,3159.5253150950402,Standard,1.4746482126024603,0.10697495450585848
10.05417445081376,10.185951414410619,347925.75230202713,0.052273778305349225,7.295721231635587,11.813869517234643,0.03766278526477331,0.044494323077365956,0.001968766657414081,599122.9191800497,0.3628494795445931,0.09591664671029321,1.4756627920023675,1.3333333333333333,0.810968805815647,3153.709276760001,Standard,1.4756627920023675,0.09591664671029321
10.091291151193087,10.223554591934207,347460.54662874993,0.05194644467083092,7.256144029815005,11.818844886148744,0.03788748498654001,0.044778630818220574,0.001968110775593777,596270.0875615003,0.3633460017993002,0.08500099597495137,1.47665796914589,1.3333333333333333,0.8109688072154455,3147.9039469839913,Standard,1.47665796914589,0.08500099597495137
10.12854487420453,10.261296588003288,346995.33419202105,0.0516254743762122,7.216755312071167,11.823306894945183,0.03811186374194448,0.04506082613593436,0.0019675337377678026,593381.2564802722,0.3638331556394405,0.0742255422371727,1.4776343772200562,1.3333333333333333,0.8109688085500018,3142.1093060392745,Standard,1.4776343772200562,0.0742255422371727
10.165936125690523,10.299177915090219,346530.1284503897,0.0513107185767746,7.177554828780521,11.827261822743319,0.03833592225085417,0.04534089896771836,0.001967034467333199,590457.7268935895,0.3643112455554274,0.06358788049237774,1.47859262601105,1.3333333333333333,0.8109688098213748,3136.3253342342227,Standard,1.47859262601105,0.06358788049237774
10.203465413360885,10.337199087559213,346064.9424160563,0.05100203291955333,7.138542305942716,11.83071589388477,0.03855966124721776,0.04561883971802719,0.001966611915244974,587500.7808735135,0.36478056510941315,0.05308565979612467,1.479533303639073,1.3333333333333333,0.8109688110314561,3130.5520119132407,Standard,1.479533303639073,0.05308565979612467
10.241133246799752,10.37536062167337,345599.7886705721,0.05069927738011488,7.0997174462500645,11.833675278239815,0.038783081478828765,0.04589463925099764,0.0019662650592000785,584511.6815716012,0.36524139722700966,0.04271658120228494,1.4804569767447902,1.3333333333333333,0.8109688121821441,3124.7893194567177,Standard,1.4804569767447902,0.04271658120228494
10.278940137472453,10.413663035601637,345134.67938124033,0.05040231610764559,7.0610799302276135,11.836146091446567,0.0390061837068659,0.04616828888242676,0.0019659929028729693,581491.6731858045,0.36569401472797836,0.03247839675418618,1.481364191726243,1.3333333333333333,0.8109688132751167,3119.0372372809748,Standard,1.481364191726243,0.03247839675418618
10.316886598732506,10.452106849425896,344669.626315257,0.050111017274807726,7.022629417188708,11.838134395242333,0.03922896870573048,0.046439780372519314,0.001965794475148607,578441.9809528622,0.36613868083713896,0.022368908563066725,1.4822554759389277,1.3333333333333333,0.8109688143120657,3113.295745838184,Standard,1.4822554759389277,0.022368908563066725
10.354973145828541,10.490692585147984,344204.6408546168,0.04982525293524526,6.984365546265033,11.839646197729287,0.03945143726266621,0.04670910591818815,0.0019656688294042196,575363.8111422003,0.36657564944607657,0.012385966783995173,1.4831313379004314,1.3333333333333333,0.8109688152945301,3107.564825616334,Standard,1.4831313379004314,0.012385966783995173
10.393200295911313,10.529420766696793,343739.73400939704,0.04954489888605193,6.946287937307516,11.84068745368194,0.03967359017751339,0.04697625814574019,0.001965615042803014,572258.3510668435,0.3670051656213218,0.002527469012647998,1.4839922685746387,1.3333333333333333,0.8109688162240195,3101.844457139159,Standard,1.4839922685746387,0.002527469012647998
10.431568568040754,10.56829191993541,343274.9164311888,0.04926983453637723,6.908396191806385,11.84126406484861,0.039895428262441926,0.04724123010357992,0.001965632215614709,569126.769103765,0.36742746585537134,-0.007208641296301721,1.4848387416086553,1.3333333333333333,0.8109688171019379,3096.134620966086,Standard,1.4848387416086553,-0.007208641296301721
