R,R/Rg,Tc,rho,P,cs,H,visc,Sigma,Q,grad_T,grad_Sigma,grad_P,zone
11.862106681819839,12.017216256227107,621983.0721894205,0.00016856851390866998,71.56456334201353,651.5695555762128,2.6619359122510535,17.344363993177794,0.00089743716169656,56566355.28084491,0.37625154446018144,-0.5843931007328812,1.5044240355614984,Standard
11.896143526491041,12.051698168594353,621312.897667442,0.00016841075033788175,71.25674270740318,650.4712073406218,2.6688947277196355,17.360391758048117,0.000898941127336161,56134742.519448206,0.3762599132055584,-0.5861501930953636,1.5044561988042915,Standard
11.930278035668772,12.086279022534711,620643.4154808884,0.00016825655377220088,70.95023302457346,649.368052327693,2.675844298259824,17.37607800293144,0.0009004566801123826,55705290.97037528,0.3762766468753398,-0.5896523730286845,1.5045205295537016,Standard
11.964510489589202,12.120959101948735,619974.6249615006,0.0001681058915559735,70.64502876550586,648.2601658727466,2.6827846415940866,17.3914241676064,0.0009019838080556936,55278009.09186498,0.3762933729499309,-0.5931306596567083,1.5045848688355363,Standard
11.998841169292602,12.155738691551594,619306.5254414402,0.00016795873156376462,70.34112442526126,647.1476226682831,2.689715775415569,17.406431697135634,0.0009035224998116934,54852904.89728193,0.37631009151436956,-0.5965852840399748,1.5046492166557073,Standard
12.033270356625707,12.190618076875467,618639.1162532915,0.0001678150421907443,70.03851452188444,646.0304967686226,2.6966377173881395,17.421102041692645,0.0009050727446332863,54429985.962857746,0.37632680265551244,-0.6000164742756624,1.5047135730178525,Standard
12.067798334243946,12.2255975442718,617972.3967300643,0.00016767479234328615,69.73719359631079,644.9088615945132,2.703550485146394,17.435436656390547,0.0009066345323730246,54009259.43534798,0.37634350645976156,-0.6034244555330588,1.5047779379301573,Standard
12.102425385613826,12.260677380913725,617306.3662051935,0.00016753795142975209,69.43715621226968,643.7827899377262,2.7104540962957824,17.449437001114372,0.0009082078534755509,53590732.039607964,0.37636020301215467,-0.6068094501063115,1.5048423113976241,Standard
12.137151795015166,12.29585787479832,616641.0240125427,0.00016740448935149814,69.1383969561925,642.6523539655968,2.7173485684125813,17.4631045403539,0.0009097926989702655,53174410.08607838,0.37637689239682004,-0.6101716774571742,1.5049066934243456,Standard
12.171977847543499,12.331139314749043,615976.3694864074,0.0001672743764940515,68.84091043711686,641.5176252255583,2.7242339190440226,17.47644074304037,0.0009113890604640707,52760299.47819197,0.3763935746974312,-0.6135113542595718,1.5049710840175976,Standard
12.206903829112447,12.366521990418141,615312.401961509,0.0001671475837184958,68.54469128659383,640.3786746496205,2.731110165708306,17.4894470823839,0.0009129969301343283,52348405.71968991,0.37641024999811634,-0.6168286944484862,1.5050354831823824,Standard
12.24193002645601,12.40200619228896,614649.1207730033,0.00016702408235302752,68.24973415859495,639.235572558841,2.73797732589467,17.502125035714034,0.000914616300721907,51938733.921859965,0.37642691838163955,-0.6201239092583819,1.5050998909246118,Standard
12.277056727130953,12.437592211678375,613986.5252564796,0.0001669038441847,67.95603372941929,638.0883886677503,2.7448354170634386,17.514476084321817,0.0009162471655244045,51531288.81068718,0.3764435799294006,-0.6233972072650431,1.5051643072515617,Standard
12.3122842195191,12.473280340739105,613324.6147479637,0.0001667868414513375,67.66358469760166,636.9371920887604,2.751684456646075,17.526501713304377,0.0009178895183894777,51126074.733924374,0.3764602347237087,-0.6266487944305936,1.5052287321659605,Standard
12.347612792829755,12.509070872462175,612663.3885839162,0.00016667304683362419,67.37238178382015,635.7820513365326,2.7585244620452403,17.53820341141128,0.0009195433537083289,50723095.6680769,0.37647688284550895,-0.629878874143742,1.505293165675539,Standard
12.383042737102116,12.544964100679351,612002.8461012356,0.00016656243344736048,67.0824197308045,634.6230343323167,2.7653554506348437,17.549582670892956,0.0009212086664093237,50322355.22530483,0.3764935243752916,-0.6330876472593445,1.5053576077848447,Standard
12.418574343207599,12.580960320065497,611342.9866372586,0.0001664549748358784,66.79369330324529,633.4602084082708,2.772177439760102,17.5606409873514,0.0009228854519517153,49923856.66024567,0.3765101593921827,-0.6362753121354672,1.5054220584993345,Standard
12.45420790285225,12.617059826141027,610683.8095297652,0.00016635064496261893,66.50619728770256,632.2936403117426,2.7789904467375943,17.571379859592692,0.0009245737063195108,49527602.87675267,0.37652678797530825,-0.6394420646747676,1.5054865178258297,Standard
12.489943708579087,12.653262915274269,610025.3141169733,0.00016624941820386568,66.21992649251635,631.123396209527,2.785794488855299,17.581800789481395,0.0009262734260154577,49133596.43455283,0.37654341020470383,-0.6425880983640582,1.5055509857693323,Standard
12.525782053770547,12.689569884683937,609367.4997375489,0.000166151269341628,65.93487574771596,629.9495416920903,2.792589583372656,17.591905281797104,0.0009279846080551501,48741839.55582316,0.3765600261576765,-0.6457136043072751,1.5056154623348448,Standard
12.561723232650936,12.725981032441641,608710.3657305969,0.00016605617355667192,65.65103990492987,628.7721417777698,2.799375747520636,17.601694844092957,0.0009297072499612503,48352334.13168616,0.37657663591153323,-0.6488187712618583,1.505679947527824,Standard
12.597767540288773,12.762496657474228,608053.911435674,0.00016596410642169597,65.36841383729696,627.5912609169459,2.806152998501781,17.611170986556015,0.0009314413497578219,47965081.72862655,0.3765932395440359,-0.6519037856785417,1.5057444413546364,Standard
12.63391527259925,12.799117059566292,607398.1361927761,0.00016587504389464866,65.08699243937731,626.4069629961832,2.8129213534902573,17.62033522186945,0.0009331869059647821,47580083.59482679,0.37660983713067253,-0.6549688317359141,1.5058089438211937,Standard
12.670166726346665,12.83584253936264,606743.0393423554,0.00016578896231218718,64.80677062706397,625.2193113423389,2.8196808296318983,17.6291890650765,0.000934943917592479,47197340.666422196,0.3766264287478407,-0.6580140913727064,1.505873454931134,Standard
12.7065221991468,12.872673398370695,606088.6202253092,0.00016570583838325853,64.52774333749416,624.0283687266619,2.8264314440442804,17.637734033446957,0.0009367123841363235,46816853.57368211,0.3766430144714832,-0.6610397443198508,1.5059379746926425,Standard
12.742981989469406,12.909609938963015,605434.8781829857,0.00016562564918282672,64.24990552896199,622.8341973688428,2.8331732138167567,17.645971646344645,0.000938492305571592,46438622.647106685,0.3766595943752691,-0.6640459681402717,1.5060025031093573,Standard
12.779546396640711,12.94665246437983,604781.8125571845,0.00016554837214571928,63.973252180830066,621.6368589410441,2.839906156010522,17.653903425097155,0.0009402836823482983,46062647.92344855,0.3766761685342317,-0.6670329382552609,1.5060670401867355,Standard
12.81621572084579,12.98380127873146,604129.4226901601,0.00016547398506059973,63.69777829344304,620.4364145719118,2.8466302876586678,17.66153089286754,0.0009420865153861624,45688929.15165831,0.37669273702158534,-0.6700008279792655,1.5061315859329625,Standard
12.852990263131096,13.02105668700085,603477.7079246204,0.0001654024660640657,63.42347888804023,619.2329248505462,2.853345625766231,17.668855574527353,0.0009439008060696987,45317465.79875061,0.37670929991054436,-0.6729498085551313,1.506196140350312,Standard
12.889870325406836,13.05841899504601,602826.6676037285,0.00016533379363486563,63.15034900667023,618.0264498304552,2.860052187310223,17.67587899653165,0.0009457265562433892,44948257.05559578,0.3767258572756873,-0.675880049178204,1.5062607034460598,Standard
12.926856210449516,13.095888509602565,602176.3010711024,0.0001652679465882288,62.878383712103926,616.8170490334792,2.866749989239711,17.682602686795963,0.0009475637682069485,44581301.84263495,0.3767424091875,-0.678791717028389,1.5063252752270273,Standard
12.963948221904479,13.13346553828634,601526.6076708221,0.0001652049040703112,62.60757808774841,615.6047814536869,2.873439048475881,17.689028174574844,0.0009494124447106886,44216598.81551956,0.37675895571737783,-0.6816849773033482,1.506389855695943,Standard
13.001146664288306,13.171150389595793,600877.5867474207,0.00016514464555275626,62.33792723756233,614.3897055612451,2.880119381912056,17.695156990341832,0.00095127258895098,43854146.370676205,0.3767754969376256,-0.6845599932466939,1.5064544448600827,Standard
13.03845184299138,13.208943372914609,600229.2376458963,0.00016508715082735867,62.06942628597041,613.1718793062665,2.8867910064137763,17.70099066567164,0.0009531442045657874,43493942.65079798,0.3767920329169101,-0.6874169261748193,1.5065190427262678,Standard
13.075864064280312,13.246844798514159,599581.5597117037,0.00016503240000083992,61.8020703777793,611.9513601226267,2.8934539388188263,17.70653073312352,0.0009550272956303089,43135985.55026138,0.37680856372844573,-0.6902559355064568,1.5065836492981362,Standard
13.113383635300506,13.284854977556098,598934.5522907622,0.0001649803734897224,61.53585467809279,610.7282049317599,2.900108195937307,17.71177872612676,0.0009569218666526841,42780272.72047079,0.3768250894395351,-0.693077178789963,1.50664826458069,Standard
13.151010864078739,13.322974222094977,598288.2147294544,0.00016493105201530992,61.27077437222742,609.5024701464213,2.9067537945516895,17.71673617886738,0.0009588279225698085,42426801.57512865,0.3768416101202092,-0.6958808117337867,1.50671288858166,Standard
13.188746059525595,13.361202845080713,597642.546374624,0.00016488441659876443,61.006824665629445,608.2742116744339,2.913390751416856,17.721404626176746,0.0009607454687432087,42075569.29543619,0.3768581258395898,-0.6986669882292063,1.5067775213078676,Standard
13.226589531438078,13.399541160361233,596997.5465735821,0.0001648404485562832,60.744000783791286,607.0434849223997,2.92001908326015,17.72578560342152,0.0009626745109550202,41726572.835220106,0.37687463666497933,-0.701435860376705,1.5068421627624957,Standard
13.264541590502057,13.43798948268495,596353.2146741063,0.000164799129494365,60.48229797216874,605.8103447993982,2.9266388067814364,17.72988064639561,0.0009646150554040158,41379808.92599142,0.37689114266413526,-0.7041875785150751,1.5069068129510015,Standard
13.302602548294873,13.476548127703412,595709.5500244418,0.00016476044130517392,60.22171149609813,604.57484572065,2.9332499386531485,17.733691291213336,0.0009665671087017346,41035274.08193158,0.3769099787664345,-0.7069035949052704,1.506980820051922,Standard
13.340772717287958,13.51521741197394,595066.5440113064,0.0001647243396891382,59.962233428536244,603.3370739319262,2.9398526530082774,17.737220974570242,0.0009685305741002994,40692971.14457679,0.3769342388527548,-0.7095592829357429,1.507076570818299,Standard
13.379052410849312,13.553997652962156,594424.185470994,0.00016469077204176615,59.7038548779158,602.0971254108184,2.9464471766710636,17.740473752484693,0.0009705053206124795,40352904.63724065,0.37696160481482366,-0.7121733507533463,1.5071847837821224,Standard
13.417441943246134,13.592889169044632,593782.4737562346,0.00016465972092998557,59.446571241957656,600.8550528778732,2.953033529820158,17.743451177102234,0.0009724913538341551,40015070.11957205,0.37698898481676224,-0.7147707003134656,1.5072930797423396,Standard
13.455941629647318,13.63189227951143,593141.4082705743,0.0001646311693506197,59.1903779575763,599.610908367468,2.9596117316075294,17.746154788042055,0.0009744886803967202,39679462.91622953,0.3770163641484032,-0.7173515918168505,1.5074013995481437,Standard
13.4945517861261,13.671007304568777,592500.9884179354,0.0001646051005586813,58.9352704803889,598.3647434363696,2.966181801152913,17.748586124324916,0.0009764973073082115,39346078.163243145,0.3770437428770492,-0.7199161655353237,1.5075097432109033,Standard
13.533272729662704,13.710234565341743,591861.2136026139,0.00016458149806330703,58.681244284639305,597.1166091673136,2.972743757543898,17.75074672427911,0.0009785172419498386,39014910.812575586,0.37707112106727436,-0.7224645601479551,1.5076181107406228,Standard
13.572104778146851,13.749574383876801,591222.0832292873,0.00016456034562377194,58.42829486312379,595.8665561725646,2.9792976198359655,17.752638125447756,0.0009805484920725755,38685955.636617124,0.377098498783198,-0.7249969127581153,1.5077265021463973,Standard
13.611048250380446,13.789027083144525,590583.5967030093,0.00016454162724557434,58.17641772711537,594.6146345974514,2.9858434070526005,17.754261864497913,0.0009825910657938097,38359207.23261392,0.37712587609166803,-0.7275133589221241,1.5078349174359573,Standard
13.650103466080099,13.828592987042155,589945.753429213,0.00016452532717660387,57.92560840629038,593.3608941238742,2.9923811381853174,17.755619477130562,0.0009846449715940756,38034660.027029715,0.3771532530558943,-0.7300140326726705,1.5079433566193075,Standard
13.689270745879806,13.868272420396318,589308.5528137146,0.00016451142990337735,57.67586244865383,592.1053839737873,2.998910832193742,17.756712497992254,0.00098671021831384,37712308.2798422,0.3771806297390867,-0.7324990665306359,1.5080518197087258,Standard
13.728550411333638,13.908065708965744,588671.9942627114,0.0001644999201473423,57.42717542046466,590.8481529126637,3.005432508005716,17.757542460588517,0.0009887868151503343,37392146.08877582,0.3772080062049099,-0.7349685915355622,1.5081603067119431,Standard
13.767942784918297,13.947973179443855,588036.0771827826,0.00016449078286126013,57.17954290616337,589.5892492529276,3.01194618451732,17.758110897197867,0.0009908747716544791,37074167.393469274,0.37723538251566424,-0.7374227372620226,1.50826881763669,Standard
